2:974
3:648
5:459
7:393
11:322
13:303
17:275
19:266
23:250
29:231
31:226
37:210
41:204
43:203
47:197
53:188
59:180
61:178
67:172
71:169
73:167
79:162
83:157
89:153
97:147
101:142
103:141
107:138
109:136
113:132
127:126
131:124
137:121
139:120
149:115
151:113
157:109
163:107
167:104
173:101
179:98
181:96
191:94
193:92
197:90
199:88
211:83
223:79
227:78
229:76
233:74
239:73
241:71
251:67
257:66
263:63
269:60
271:58
277:56
281:54
283:53
293:49
307:44
311:42
313:41
317:40
331:35
337:33
347:30
349:29
353:28
359:27
367:24
373:23
379:21
383:19
389:17
397:14
401:13
409:11
419:7
421:6
431:3
433:2
439:0
Total: 107902:1013276
